,Player.ID,Last.Name,First.Name,Bats,Pitches,Team,V7
468,belod001,Below,Duane,L,L,DET,P
469,benoj001,Benoit,Joaquin,R,R,DET,P
470,betew001,Betemit,Wilson,B,R,DET,SS
471,boesb001,Boesch,Brennan,L,L,DET,OF
472,cabrm001,Cabrera,Miguel,R,R,DET,3B
473,cokep001,Coke,Phil,L,L,DET,P
474,dirka001,Dirks,Andy,L,L,DET,OF
475,fistd001,Fister,Doug,L,R,DET,P
476,furbc001,Furbush,Charlie,L,L,DET,P
477,gonze002,Gonzalez,Enrique,R,R,DET,P
478,guilc001,Guillen,Carlos,B,R,DET,SS
479,ingeb001,Inge,Brandon,R,R,DET,3B
480,jacka001,Jackson,Austin,R,R,DET,OF
481,kelld001,Kelly,Don,L,R,DET,OF
482,martl003,Marte,Luis,R,R,DET,P
483,martv001,Martinez,Victor,B,R,DET,C
484,oliva002,Oliver,Andrew,L,L,DET,P
485,olivl001,Oliveros,Lester,R,R,DET,P
486,ordom001,Ordonez,Magglio,R,R,DET,OF
487,pauld001,Pauley,David,R,R,DET,P
488,pennb002,Penny,Brad,R,R,DET,P
489,peraj001,Peralta,Jhonny,R,R,DET,SS
490,perrr001,Perry,Ryan,R,R,DET,P
491,porcr001,Porcello,Rick,R,R,DET,P
492,purcd001,Purcey,David,L,L,DET,P
493,rabur001,Raburn,Ryan,R,R,DET,2B
494,rhymw001,Rhymes,Will,L,R,DET,2B
495,ruffc001,Ruffin,Chance,R,R,DET,P
496,santr002,Santiago,Ramon,B,R,DET,2B
497,santo001,Santos,Omir,R,R,DET,C
498,schem001,Scherzer,Max,R,R,DET,P
499,schld001,Schlereth,Daniel,L,L,DET,P
500,sizes001,Sizemore,Scott,R,R,DET,2B
501,thomb001,Thomas,Brad,L,L,DET,P
502,turnj002,Turner,Jacob,R,R,DET,P
503,valvj001,Valverde,Jose,R,R,DET,P
504,verlj001,Verlander,Justin,R,R,DET,P
505,villb002,Villarreal,Brayan,R,R,DET,P
506,weinr001,Weinhardt,Robbie,R,R,DET,P
507,wellc001,Wells,Casper,R,R,DET,OF
508,wilka001,Wilk,Adam,L,L,DET,P
509,wortd001,Worth,Danny,R,R,DET,2B
510,yound003,Young,Delmon,R,R,DET,OF
511,ameza001,Amezaga,Alfredo,B,R,FLO,SS
512,badeb001,Badenhop,Burke,R,R,FLO,P
513,bakej002,Baker,John,L,R,FLO,C
514,bonie001,Bonifacio,Emilio,B,R,FLO,2B
515,buckj001,Buck,John,R,R,FLO,C
516,buenj001,Buente,Jay,R,R,FLO,P
517,camem001,Cameron,Mike,R,R,FLO,OF
518,cedaj001,Ceda,Jose,R,R,FLO,P
519,choar001,Choate,Randy,L,L,FLO,P
520,cishs001,Cishek,Steve,R,R,FLO,P
521,coghc001,Coghlan,Chris,L,R,FLO,OF
522,couss001,Cousins,Scott,L,L,FLO,OF
523,dobbg001,Dobbs,Greg,L,R,FLO,3B
524,domim001,Dominguez,Matt,R,R,FLO,3B
525,dunnm002,Dunn,Michael,L,L,FLO,P
526,handb001,Hand,Brad,L,L,FLO,P
527,hatcc002,Hatcher,Chris,B,R,FLO,P
528,hayeb001,Hayes,Brett,R,R,FLO,C
529,helmw001,Helms,Wes,R,R,FLO,3B
530,hensc002,Hensley,Clay,R,R,FLO,P
531,infao001,Infante,Omar,R,R,FLO,SS
532,johnj009,Johnson,Josh,L,R,FLO,P
533,lopej003,Lopez,Jose,R,R,FLO,2B
534,marto001,Martinez,Osvaldo,R,R,FLO,SS
535,morrl001,Morrison,Logan,L,L,FLO,OF
536,mujie001,Mujica,Edward,R,R,FLO,P
537,murpd004,Murphy,Donnie,R,R,FLO,SS
538,nolar001,Nolasco,Ricky,R,R,FLO,P
539,nunel001,Nunez,Leo,R,R,FLO,P
540,peteb001,Petersen,Bryan,L,R,FLO,OF
541,ramih003,Ramirez,Hanley,R,R,FLO,SS
542,rosas001,Rosario,Sandy,R,R,FLO,P
543,rottv001,Rottino,Vinny,R,R,FLO,C
544,sanaa001,Sanabia,Alejandro,R,R,FLO,P
545,sancb001,Sanches,Brian,R,R,FLO,P
546,sanca004,Sanchez,Anibal,R,R,FLO,P
547,sancg001,Sanchez,Gaby,R,R,FLO,1B
548,stanm004,Stanton,Mike,R,R,FLO,OF
549,thurj001,Thurston,Joe,L,R,FLO,2B
550,vazqj001,Vazquez,Javier,R,R,FLO,P
551,ville002,Villanueva,Elih,R,R,FLO,P
552,volsc001,Volstad,Chris,R,R,FLO,P
553,webbr001,Webb,Ryan,R,R,FLO,P
554,wised001,Wise,Dewayne,L,L,FLO,OF
555,abadf001,Abad,Fernando,L,L,HOU,P
556,abrej002,Abreu,Juan,R,R,HOU,P
557,altuj001,Altuve,Jose,R,R,HOU,2B
558,barmc001,Barmes,Clint,R,R,HOU,SS
559,bogub001,Bogusevic,Brian,L,L,HOU,OF
560,bourj001,Bourgeois,Jason,R,R,HOU,2B
561,bourm001,Bourn,Michael,L,R,HOU,OF
562,cancr001,Cancel,Robinson,R,R,HOU,C
563,carpd001,Carpenter,David,R,R,HOU,P
564,cedex001,Cedeno,Xavier,L,L,HOU,P
565,corpc001,Corporan,Carlos,B,R,HOU,C
566,delre001,Del Rosario,Enerio,R,R,HOU,P
567,downm001,Downs,Matt,R,R,HOU,2B
568,dural001,Durango,Luis,B,R,HOU,OF
569,escas001,Escalona,Sergio,L,L,HOU,P
570,figun001,Figueroa,Nelson,R,R,HOU,P
571,fulcj001,Fulchino,Jeff,R,R,HOU,P
572,happj001,Happ,J.A.,L,L,HOU,P
573,hallb001,Hall,Bill,R,R,HOU,SS
574,harrl002,Harrell,Lucas,B,R,HOU,P
575,inglj001,Inglett,Joe,L,R,HOU,2B
576,johnc003,Johnson,Chris,R,R,HOU,3B
577,keppj001,Keppinger,Jeff,R,R,HOU,2B
578,lee-c001,Lee,Carlos,R,R,HOU,OF
579,lopew001,Lopez,Wilton,R,R,HOU,P
580,lylej001,Lyles,Jordan,R,R,HOU,P
581,lyonb003,Lyon,Brandon,R,R,HOU,P
582,martj006,Martinez,J.D.,R,R,HOU,OF
583,melam001,Melancon,Mark,R,R,HOU,P
584,michj001,Michaels,Jason,R,R,HOU,OF
585,myerb001,Myers,Brett,R,R,HOU,P
586,norrb001,Norris,Bud,R,R,HOU,P
587,parej002,Paredes,Jimmy,B,R,HOU,SS
588,pench001,Pence,Hunter,R,R,HOU,OF
589,pendl001,Pendleton,Lance,L,R,HOU,P
590,quinh001,Quintero,Humberto,R,R,HOU,C
591,rodra002,Rodriguez,Aneury,R,R,HOU,P
592,rodrf004,Rodriguez,Fernando,R,R,HOU,P
593,rodrw002,Rodriguez,Wandy,B,L,HOU,P
594,sanca005,Sanchez,Angel,R,R,HOU,SS
595,schaj002,Schafer,Jordan,L,L,HOU,OF
596,shucj001,Shuck,J.B.,L,L,HOU,OF
597,sosah001,Sosa,Henry,R,R,HOU,P
598,towlj001,Towles,J.R.,R,R,HOU,C
599,valdj001,Valdez,Jose,R,R,HOU,P
600,wallb001,Wallace,Brett,L,R,HOU,1B
601,wrigw001,Wright,Wesley,R,L,HOU,P
602,adcon001,Adcock,Nathan,R,R,KCA,P
603,avilm001,Aviles,Mike,R,R,KCA,SS
604,betew001,Betemit,Wilson,B,R,KCA,SS
605,butlb003,Butler,Billy,R,R,KCA,OF
606,cabrm002,Cabrera,Melky,B,L,KCA,OF
607,cainl001,Cain,Lorenzo,R,R,KCA,OF
608,chavj001,Chavez,Jesse,R,R,KCA,P
609,chenb001,Chen,Bruce,L,L,KCA,P
610,colel001,Coleman,Louis,R,R,KCA,P
611,collt001,Collins,Tim,L,L,KCA,P
612,crowa001,Crow,Aaron,R,R,KCA,P
613,davik002,Davies,Kyle,R,R,KCA,P
614,duffd001,Duffy,Danny,L,L,KCA,P
615,dysoj001,Dyson,Jarrod,L,R,KCA,OF
616,escoa003,Escobar,Alcides,R,R,KCA,SS
617,franj003,Francis,Jeff,L,L,KCA,P
618,franj004,Francoeur,Jeff,R,R,KCA,OF
619,getzc001,Getz,Chris,L,R,KCA,2B
620,giavj001,Giavotella,Johnny,R,R,KCA,2B
621,gorda001,Gordon,Alex,L,R,KCA,OF
622,herrk001,Herrera,Kelvin,R,R,KCA,P
623,hochl001,Hochevar,Luke,R,R,KCA,P
624,hollg001,Holland,Greg,R,R,KCA,P
625,hosme001,Hosmer,Eric,L,L,KCA,1B
626,jeffj001,Jeffress,Jeremy,R,R,KCA,P
627,kaaik001,Ka'aihue,Kila,L,R,KCA,1B
628,maiem001,Maier,Mitch,L,R,KCA,OF
629,mazzv001,Mazzaro,Vin,R,R,KCA,P
630,mendl001,Mendoza,Luis,R,R,KCA,P
631,mousm001,Moustakas,Mike,L,R,KCA,3B
632,navay001,Navarro,Yamaico,R,R,KCA,SS
633,osuls001,O'Sullivan,Sean,R,R,KCA,P
634,paulf001,Paulino,Felipe,R,R,KCA,P
635,penab002,Pena,Brayan,B,R,KCA,C
636,peres002,Perez,Salvador,R,R,KCA,C
637,pinam001,Pina,Manuel,R,R,KCA,C
638,sorij001,Soria,Joakim,R,R,KCA,P
639,teafe001,Teaford,Everett,L,L,KCA,P
640,tejer001,Tejeda,Robinson,R,R,KCA,P
641,texek001,Texeira,Kanekoa,R,R,KCA,P
642,tream001,Treanor,Matt,R,R,KCA,C
643,woodb004,Wood,Blake,R,R,KCA,P
644,barar001,Barajas,Rod,R,R,LAN,C
645,billc001,Billingsley,Chad,R,R,LAN,P
646,blakc001,Blake,Casey,R,R,LAN,OF
647,broxj001,Broxton,Jonathan,R,R,LAN,P
648,castj004,Castro,Juan,R,R,LAN,SS
649,carrj001,Carroll,Jamey,R,R,LAN,SS
650,corml001,Cormier,Lance,R,R,LAN,P
651,dejei002,De Jesus,Ivan,R,R,LAN,SS
652,delar003,De La Rosa,Rubby,R,R,LAN,P
653,elbes001,Elbert,Scott,L,L,LAN,P
654,ellia001,Ellis,A.J.,R,R,LAN,C
655,ely-j001,Ely,John,R,R,LAN,P
656,eovan001,Eovaldi,Nathan,R,R,LAN,P
657,ethia001,Ethier,Andre,L,L,LAN,OF
658,eveld001,Eveland,Dana,L,L,LAN,P
659,fedet001,Federowicz,Tim,R,R,LAN,C
660,furcr001,Furcal,Rafael,B,R,LAN,SS
661,garlj001,Garland,Jon,R,R,LAN,P
662,gibbj002,Gibbons,Jay,L,L,LAN,OF
663,gimeh001,Gimenez,Hector,B,R,LAN,C
664,gordd002,Gordon,Dee,L,R,LAN,SS
665,guerj002,Guerra,Javy,R,R,LAN,P
666,guerm001,Guerrier,Matt,R,R,LAN,P
667,gwynt002,Gwynn,Tony,L,R,LAN,OF
668,hawkb001,Hawksworth,Blake,R,R,LAN,P
669,hoffj001,Hoffmann,Jamie,R,R,LAN,OF
670,jansk001,Jansen,Kenley,B,R,LAN,P
671,kempm001,Kemp,Matt,R,R,LAN,OF
672,kersc001,Kershaw,Clayton,L,L,LAN,P
673,kuo-h001,Kuo,Hong-Chih,L,L,LAN,P
674,kuroh001,Kuroda,Hiroki,R,R,LAN,P
675,lillt001,Lilly,Ted,L,L,LAN,P
676,lindj004,Lindblom,Josh,R,R,LAN,P
677,lonej001,Loney,James,L,L,LAN,1B
678,macdm001,MacDougal,Mike,B,R,LAN,P
679,milea001,Miles,Aaron,B,R,LAN,2B
680,mitcr001,Mitchell,Russ,R,R,LAN,1B
681,navad001,Navarro,Dioner,B,R,LAN,C
682,oeltt001,Oeltjen,Trent,L,L,LAN,OF
683,padiv001,Padilla,Vicente,R,R,LAN,P
684,paulx001,Paul,Xavier,L,R,LAN,OF
685,rivej001,Rivera,Juan,R,R,LAN,OF
686,sandj002,Sands,Jerry,R,R,LAN,OF
687,sellj002,Sellers,Justin,R,R,LAN,SS
688,thamm001,Thames,Marcus,R,R,LAN,OF
689,tronr001,Troncoso,Ramon,R,R,LAN,P
690,uribj002,Uribe,Juan,R,R,LAN,SS
691,velee001,Velez,Eugenio,B,R,LAN,OF
692,almoe001,Almonte,Erick,R,R,MIL,1B
693,axfoj001,Axford,John,R,R,MIL,P
694,betay001,Betancourt,Yuniesky,R,R,MIL,SS
695,boggb001,Boggs,Brandon,B,R,MIL,OF
696,bradz001,Braddock,Zach,L,L,MIL,P
697,braur002,Braun,Ryan,R,R,MIL,3B
698,carrb001,Carroll,Brett,R,R,MIL,OF
699,counc001,Counsell,Craig,L,R,MIL,2B
700,delae001,De La Cruz,Eulogio,R,R,MIL,P
701,difem002,DiFelice,Mark,R,R,MIL,P
702,dillt001,Dillard,Tim,R,R,MIL,P
703,estrm001,Estrada,Marco,R,R,MIL,P
704,farre001,Farris,Eric,R,R,MIL,2B
705,fielp001,Fielder,Prince,L,R,MIL,1B
706,fierm001,Fiers,Michael,R,R,MIL,P
707,gally001,Gallardo,Yovani,R,R,MIL,P
708,gamem001,Gamel,Mat,L,R,MIL,3B
709,gomec002,Gomez,Carlos,R,R,MIL,OF
710,grees004,Green,Sean,R,R,MIL,P
711,greet005,Green,Taylor,L,R,MIL,3B
712,greiz001,Greinke,Zack,R,R,MIL,P
713,hairj002,Hairston,Jerry,R,R,MIL,2B
714,hartc001,Hart,Corey,R,R,MIL,OF
715,hawkl001,Hawkins,LaTroy,R,R,MIL,P
716,herrd001,Herrera,Daniel Ray,L,L,MIL,P
717,kintb001,Kintzler,Brandon,R,R,MIL,P
718,kotsm001,Kotsay,Mark,L,L,MIL,OF
719,kottg001,Kottaras,George,L,R,MIL,C
720,loe-k001,Loe,Kameron,R,R,MIL,P
721,lopef001,Lopez,Felipe,B,R,MIL,SS
722,lucrj001,Lucroy,Jonathan,R,R,MIL,C
723,maldm001,Maldonado,Martin,R,R,MIL,C
724,marcs001,Marcum,Shaun,R,R,MIL,P
725,mcclm001,McClendon,Mike,R,R,MIL,P
726,mcgec001,McGehee,Casey,R,R,MIL,3B
727,mitrs001,Mitre,Sergio,R,R,MIL,P
728,morgn001,Morgan,Nyjer,L,L,MIL,OF
729,narvc001,Narveson,Chris,L,L,MIL,P
730,nievw001,Nieves,Wil,R,R,MIL,C
731,reedj004,Reed,Jeremy,L,L,MIL,CF
732,rivem003,Rivera,Mike,R,R,MIL,C
733,rodrf003,Rodriguez,Francisco,R,R,MIL,P
734,saitt001,Saito,Takashi,L,R,MIL,P
735,schal001,Schafer,Logan,L,L,MIL,OF
736,stetm001,Stetter,Mitch,L,L,MIL,P
737,weekr001,Weeks,Rickie,R,R,MIL,2B
738,wilsj003,Wilson,Josh,R,R,MIL,2B
739,wolfr001,Wolf,Randy,L,L,MIL,P
740,bakes002,Baker,Scott,R,R,MIN,P
741,bensj001,Benson,Joe,R,R,MIN,OF
742,blacn001,Blackburn,Nick,R,R,MIN,P
743,burna002,Burnett,Alex,R,R,MIN,P
744,buted001,Butera,Drew,R,R,MIN,C
745,cappm001,Capps,Matt,R,R,MIN,P
746,casia001,Casilla,Alexi,B,R,MIN,SS
747,cuddm001,Cuddyer,Michael,R,R,MIN,OF
748,diams001,Diamond,Scott,L,L,MIN,P
749,dinkb001,Dinkelman,Brian,L,R,MIN,2B
750,duenb001,Duensing,Brian,L,L,MIN,P
751,dumap001,Dumatrait,Phil,R,L,MIN,P
752,hacke001,Hacker,Eric,B,R,MIN,P
753,hendl001,Hendriks,Liam,R,R,MIN,P
754,hoeyj001,Hoey,Jim,R,R,MIN,P
755,holms002,Holm,Steve,R,R,MIN,C
756,hughd001,Hughes,Dusty,L,L,MIN,P
757,hughl001,Hughes,Luke,R,R,MIN,3B
758,jamec002,James,Chuck,L,L,MIN,P
759,kubej002,Kubel,Jason,L,R,MIN,RF
760,lirif001,Liriano,Francisco,L,L,MIN,P
761,mansj001,Manship,Jeff,R,R,MIN,P
762,mauej001,Mauer,Joe,L,R,MIN,C
763,mijaj001,Mijares,Jose,L,L,MIN,P
764,mornj001,Morneau,Justin,L,R,MIN,1B
765,nathj001,Nathan,Joe,R,R,MIN,P
766,nisht001,Nishioka,Tsuyoshi,B,R,MIN,SS
767,olivl001,Oliveros,Lester,R,R,MIN,P
768,parmc001,Parmelee,Chris,L,L,MIN,1B
769,pavac001,Pavano,Carl,R,R,MIN,P
770,perkg001,Perkins,Glen,L,L,MIN,P
771,plout001,Plouffe,Trevor,R,R,MIN,SS
772,repkj001,Repko,Jason,R,R,MIN,OF
773,reveb001,Revere,Ben,L,R,MIN,OF
774,river003,Rivera,Rene,R,R,MIN,C
775,slama001,Slama,Anthony,R,R,MIN,P
776,slowk001,Slowey,Kevin,R,R,MIN,P
777,spand001,Span,Denard,L,L,MIN,OF
778,swara001,Swarzak,Anthony,R,R,MIN,P
779,thomj002,Thome,Jim,L,R,MIN,1B
780,tolbm001,Tolbert,Matt,B,R,MIN,2B
781,tosor001,Tosoni,Rene,L,R,MIN,OF
782,valed001,Valencia,Danny,R,R,MIN,3B
783,waldk001,Waldrop,Kyle,R,R,MIN,P
784,yound003,Young,Delmon,R,R,MIN,OF
785,ayall001,Ayala,Luis,R,R,NYA,P
786,betad001,Betances,Dellin,R,R,NYA,P
787,braca001,Brackman,Andrew,R,R,NYA,P
788,burna001,Burnett,A.J.,R,R,NYA,P
789,canor001,Cano,Robinson,L,R,NYA,2B
790,carlb001,Carlyle,Buddy,L,R,NYA,P
791,cervf001,Cervelli,Francisco,R,R,NYA,C
792,chamj002,Chamberlain,Joba,R,R,NYA,P
793,chave001,Chavez,Eric,L,R,NYA,3B
794,colob001,Colon,Bartolo,R,R,NYA,P
795,dickc001,Dickerson,Chris,L,L,NYA,OF
796,garcf002,Garcia,Freddy,R,R,NYA,P
797,gardb001,Gardner,Brett,L,L,NYA,OF
798,garrs002,Garrison,Steve,B,L,NYA,P
799,golsg001,Golson,Greg,R,R,NYA,OF
800,gordb001,Gordon,Brian,L,R,NYA,P
801,granc001,Granderson,Curtis,L,R,NYA,RF
802,hughp001,Hughes,Phil,R,R,NYA,P
803,jeted001,Jeter,Derek,R,R,NYA,SS
804,jonea002,Jones,Andruw,R,R,NYA,OF
805,kontg001,Kontos,George,R,R,NYA,P
806,laffa001,Laffey,Aaron,L,L,NYA,P
807,lairb001,Laird,Brandon,R,R,NYA,3B
808,logab001,Logan,Boone,R,L,NYA,P
809,marqj002,Marquez,Jeffrey,R,R,NYA,P
810,martr004,Martin,Russell,R,R,NYA,C
811,mitrs001,Mitre,Sergio,R,R,NYA,P
812,molig002,Molina,Gustavo,R,R,NYA,C
813,montj003,Montero,Jesus,R,R,NYA,C
814,noesh001,Noesi,Hector,R,R,NYA,P
815,novai001,Nova,Ivan,R,R,NYA,P
816,nunee002,Nunez,Eduardo,R,R,NYA,SS
817,penar002,Pena,Ramiro,B,R,NYA,SS
818,pendl001,Pendleton,Lance,L,R,NYA,P
819,posaj001,Posada,Jorge,B,R,NYA,C
820,procs001,Proctor,Scott,R,R,NYA,P
821,rivem002,Rivera,Mariano,R,R,NYA,P
822,robed002,Robertson,David,R,R,NYA,P
823,rodra001,Rodriguez,Alex,R,R,NYA,3B
824,romia002,Romine,Austin,R,R,NYA,C
825,sabac001,Sabathia,C.C.,L,L,NYA,P
826,sania001,Sanit,Amauri,R,R,NYA,P
827,sorir001,Soriano,Rafael,R,R,NYA,P
828,swisn001,Swisher,Nick,B,L,NYA,OF
829,teixm001,Teixeira,Mark,B,R,NYA,1B
830,valdr002,Valdes,Raul,L,L,NYA,P
831,wadec001,Wade,Cory,R,R,NYA,P
832,whelk001,Whelan,Kevin,R,R,NYA,P
833,acosm001,Acosta,Manny,R,R,NYN,P
834,batim001,Batista,Miguel,R,R,NYN,P
835,baxtm001,Baxter,Mike,L,R,NYN,1B
836,bay-j001,Bay,Jason,R,R,NYN,OF
837,beatp001,Beato,Pedro,R,R,NYN,P
838,beltc001,Beltran,Carlos,B,R,NYN,CF
839,boyeb001,Boyer,Blaine,R,R,NYN,P
840,bucht001,Buchholz,Taylor,R,R,NYN,P
841,byrdt001,Byrdak,Tim,L,L,NYN,P
842,capuc001,Capuano,Chris,L,L,NYN,P
843,carrd001,Carrasco,D.J.,R,R,NYN,P
844,davii001,Davis,Ike,L,L,NYN,1B
845,dickr001,Dickey,R.A.,R,R,NYN,P
846,dudal001,Duda,Lucas,L,R,NYN,OF
847,emaub001,Emaus,Brad,R,R,NYN,2B
848,evann001,Evans,Nick,R,R,NYN,OF
849,gee-d001,Gee,Dillon,R,R,NYN,P
850,hairs001,Hairston,Scott,R,R,NYN,2B
851,harrw001,Harris,Willie,L,R,NYN,2B
852,herrd001,Herrera,Daniel Ray,L,L,NYN,P
853,hu--c001,Hu,Chin-Lung,R,R,NYN,2B
854,igarr001,Igarashi,Ryota,R,R,NYN,P
855,isrij001,Isringhausen,Jason,R,R,NYN,P
856,martf002,Martinez,Fernando,L,R,NYN,P
857,miscp001,Misch,Pat,R,L,NYN,P
858,murpd006,Murphy,Daniel,L,R,NYN,3B
859,nickm001,Nickeas,Mike,R,R,NYN,C
860,niesj001,Niese,Jonathon,L,L,NYN,P
861,oconm001,O'Connor,Michael,L,L,NYN,P
862,pagaa001,Pagan,Angel,B,R,NYN,CF
863,parnb001,Parnell,Bobby,R,R,NYN,P
864,pascv001,Pascucci,Val,R,R,NYN,OF
865,paulr001,Paulino,Ronny,R,R,NYN,C
866,pelfm001,Pelfrey,Mike,R,R,NYN,P
867,pridj001,Pridie,Jason,L,R,NYN,OF
868,reyej001,Reyes,Jose,B,R,NYN,SS
869,rodrf003,Rodriguez,Francisco,R,R,NYN,P
870,satij001,Satin,Josh,R,R,NYN,OF
871,schwc001,Schwinden,Chris,R,R,NYN,P
872,stinj001,Stinson,Josh,R,R,NYN,P
873,tejar001,Tejada,Ruben,R,R,NYN,SS
874,thayd001,Thayer,Dale,R,R,NYN,P
875,tholj001,Thole,Josh,L,R,NYN,C
876,turnj001,Turner,Justin,R,R,NYN,2B
877,wrigd002,Wright,David,R,R,NYN,3B
878,younc003,Young,Chris,R,R,NYN,P
879,alleb001,Allen,Brandon,L,R,OAK,1B
880,andeb004,Anderson,Brett,L,L,OAK,P
881,baila001,Bailey,Andrew,R,R,OAK,P
882,balfg001,Balfour,Grant,R,R,OAK,P
883,bartd001,Barton,Daric,L,R,OAK,1B
884,billb002,Billings,Bruce,R,R,OAK,P
885,blevj001,Blevins,Jerry,L,L,OAK,P
886,bradd002,Braden,Dallas,L,L,OAK,P
887,bresc001,Breslow,Craig,L,L,OAK,P
888,cahit001,Cahill,Trevor,R,R,OAK,P
889,caria001,Carignan,Andrew,R,R,OAK,P
890,cartc002,Carter,Chris,R,R,OAK,OF
891,cramb001,Cramer,Bobby,L,L,OAK,P
892,crisc001,Crisp,Coco,B,R,OAK,OF
893,dejed001,DeJesus,David,L,L,OAK,CF
894,delof001,De Los Santos,Fautino,R,R,OAK,P
895,devij001,Devine,Joey,R,R,OAK,P
896,ellim001,Ellis,Mark,R,R,OAK,SS
897,fuenb001,Fuentes,Brian,L,L,OAK,P
898,godfg001,Godfrey,Graham,R,R,OAK,P
899,gonzg003,Gonzalez,Gio,R,L,OAK,P
900,hardr001,Harden,Rich,L,R,OAK,P
901,jackc002,Jackson,Conor,R,R,OAK,OF
902,kouzk001,Kouzmanoff,Kevin,R,R,OAK,3B
903,laroa002,LaRoche,Andy,R,R,OAK,3B
904,magnt001,Magnuson,Trystan,L,R,OAK,P
905,matsh001,Matsui,Hideki,L,R,OAK,OF
906,mccab001,McCarthy,Brandon,R,R,OAK,P
907,millj004,Miller,Jai,R,R,OAK,OF
908,moscg001,Moscoso,Guillermo,R,R,OAK,P
909,norbj001,Norberto,Jordan,L,L,OAK,P
910,outmj001,Outman,Josh,L,L,OAK,P
911,pennc001,Pennington,Cliff,B,R,OAK,SS
912,powel001,Powell,Landon,B,R,OAK,C
913,purcd001,Purcey,David,L,L,OAK,P
914,recka001,Recker,Anthony,R,R,OAK,C
915,rosaa001,Rosales,Adam,R,R,OAK,1B
916,rosst001,Ross,Tyson,R,R,OAK,P
917,sizes001,Sizemore,Scott,R,R,OAK,2B
918,sogae001,Sogard,Eric,L,R,OAK,2B
919,suzuk001,Suzuki,Kurt,R,R,OAK,C
920,sweer001,Sweeney,Ryan,L,L,OAK,OF
921,taylm001,Taylor,Michael,R,R,OAK,OF
922,wagnn001,Wagner,Neil,R,R,OAK,P
923,weekj001,Weeks,Jemile,B,R,OAK,2B
924,willj004,Willingham,Josh,R,R,OAK,OF
925,wuerm001,Wuertz,Michael,R,R,OAK,P
926,ziegb001,Ziegler,Brad,R,R,OAK,P
927,baezd001,Baez,Danys,R,R,PHI,P
928,basta001,Bastardo,Antonio,R,L,PHI,P
929,blanj001,Blanton,Joe,R,R,PHI,P
930,bowkj001,Bowker,John,L,L,PHI,OF
931,browd004,Brown,Domonic,L,L,PHI,OF
932,carpa001,Carpenter,Drew,R,R,PHI,P
